"species";"result";"ViltID";"Ankomstdatum";"coords.x1";"coords.x2"
"Slaguggla";"0";"VLT 991/17";"2017-03-01";"21.1967570960557";"65.2046931204715"
"Domherre";"0";"VLT 1590/17";"2017-05-17";"15.015209507114";"56.5940201440091"
"Domherre";"0";"VLT 1627/17";"2017-05-19";"15.015209507114";"56.5940201440091"
"Gråtrut";"0";"VLT 1928/17";"2017-07-18";"16.4514096756816";"57.2562261442505"
"Slaguggla";"0";"VLT 2060/17";"2017-08-10";"14.9629736256204";"60.500683472887"
"Berguv";"0";"VLT 2886/17";"2017-11-13";"16.2258095167545";"59.7205108003243"
"Slaguggla";"0";"VLT 2994/17";"2017-11-23";"15.6834155359466";"61.5432984130652"
"Gråtrut";"0";"VLT 3029/17";"2017-12-01";"17.6299983177576";"59.2119941284971"
"Lappuggla";"0";"VLT 3092/17";"2017-12-21";"16.9951717347116";"65.2037039677284"
"Knölsvan";"0";"VLT 41/18";"2018-01-16";"18.256266953253";"59.2099797431436"
"Lappuggla";"0";"VLT 138/18";"2018-01-30";"17.3403063960074";"62.12876929284"
"Havsörn";"0";"VLT 499/18";"2018-03-16";"17.1434189475638";"61.0484483989784"
"Havsörn";"0";"VLT 498/18";"2018-03-16";"17.0154295087564";"60.7580249386014"
"Duvhök";"1";"VLT 805/18";"2018-04-19";"14.7726605574066";"56.2011690774271"
"Havsörn";"1";"VLT 825/18";"2018-04-24";"14.2735476038113";"56.1394466226092"
"Berguv";"0";"VLT 838/18";"2018-04-24";"16.0280880355417";"57.1736373043994"
"Skrattmås";"0";"VLT 1117/18";"2018-05-24";"17.1201798710771";"61.7245138691331"
"Grönfink";"0";"VLT 1330/18";"2018-07-04";"16.8554667641821";"61.185616275008"
"Grönfink";"0";"VLT 1332/18";"2018-07-04";"16.8554667641821";"61.185616275008"
"Havsörn";"0";"VLT 1934/18";"2018-09-27";"18.2215881541698";"57.4565915000796"
"Havsörn";"1";"VLT 1939/18";"2018-09-27";"16.5431009273458";"59.5859484222281"
"Stadsduva";"0";"VLT 2116/18";"2018-10-19";"11.9368957677482";"57.6968972801729"
"Lappuggla";"0";"VLT 2445/18";"2018-11-23";"20.8383150577734";"64.5211096439524"
"Havsörn";"0";"VLT 2554/18";"2018-12-07";"16.5500019616022";"59.5000032226296"
"Duvhök";"0";"VLT 517/19";"2019-03-13";"18.1532763602573";"59.3448321205707"
"Råka";"0";"VLT 522/19";"2019-03-13";"13.0044489627385";"55.72824082225"
"Råka";"0";"VLT 807/19";"2019-04-30";"12.6985659532728";"56.0531576482361"
"Lappuggla";"0";"VLT 924/19";"2019-05-16";"14.579195585888";"63.1941307296636"
"Järpe";"0";"VLT 979/19";"2019-05-23";"20.3811819611124";"63.7069099716162"
"Gräsand";"0";"VLT 258/17";"2017-01-27";"17.0184679960662";"59.3620727669989"
"Storskarv";"0";"VLT 837/17";"2017-02-08";"13.1105024221055";"55.7962080059771"
"Duvhök";"0";"VLT 987/17";"2017-03-01";"17.9371100544274";"62.6323449683918"
"Domherre";"0";"VLT 1245/17";"2017-03-24";"15.6676298682583";"62.8406286949555"
"Knölsvan";"0";"VLT 1443/17";"2017-04-27";"16.4910006599105";"59.3659081904589"
"Bofink";"0";"VLT 1609/17";"2017-05-18";"17.004241646226";"59.3660734882746"
"Berguv";"0";"VLT 1515/17";"2017-05-10";"18.8754153634664";"57.4243465974262"
"Kattuggla";"0";"VLT 2664/17";"2017-10-10";"14.5822052801131";"57.1621168724266"
"Bivråk";"0";"VLT 2738/17";"2017-10-18";"14.9450890161497";"60.7424176625488"
"Morkulla";"0";"VLT 2961/17";"2017-11-17";"17.6620998285074";"59.8752512416837"
"Hornuggla";"0";"VLT 550/18";"2018-03-22";"14.0320251310904";"57.1847415568366"
"Lärkfalk";"0";"VLT 1535/18";"2018-08-28";"14.2901819786966";"59.481550200159"
"Koltrast";"0";"VLT 2250/18";"2018-11-02";"16.4829568058773";"59.3735086200243"
"Havsörn";"0";"VLT 335/19";"2019-02-14";"16.4252826208805";"60.5779857755239"
"Gråspett";"0";"VLT 785/19";"2019-04-26";"14.6286404113917";"59.6328910004121"
"Stadsduva";"0";"VLT 2405/18";"2018-11-21";"14.053483933333";"55.9567922682667"
"Havsörn";"0";"VLT 168/19";"2019-01-29";"17.235900998377";"58.8481144602278"
"Knölsvan";"0";"VLT 506/19";"2019-03-12";"17.6005490672889";"59.231744147959"
"Havsörn";"0";"VLT 927/17";"2017-02-17";"17.7023884946415";"59.955481054335"
"Gräsand";"0";"VLT 1444/17";"2017-04-27";"16.4910006599105";"59.3659081904589"
"Domherre";"0";"VLT 1458/17";"2017-04-28";"14.9718097484651";"56.8757546225252"
"Bofink";"0";"VLT 2503/17";"2017-09-22";"17.6922809049166";"63.1474892963774"
"Tornfalk";"0";"VLT 2798/17";"2017-10-25";"20.788137461173";"64.8743719519579"
"Kaja";"0";"VLT 1233/18";"2018-06-13";"13.000912656799";"55.6094588826421"
"Stadsduva";"0";"VLT 1426/18";"2018-08-02";"12.0879585224664";"57.3403912728571"
"Knölsvan";"0";"VLT 2273/18";"2018-11-07";"12.9934040221776";"55.5895090297788"
"Stadsduva";"0";"VLT 2287/18";"2018-11-08";"17.3145941691593";"59.7333565052433"
"Kaja";"0";"VLT 38/19";"2019-01-11";"11.9412940736742";"58.3503863676813"
"Gråsiska";"0";"VLT 223/19";"2019-02-01";"17.3977503042044";"59.6044152004955"
"Slaguggla";"0";"VLT 968/19";"2019-05-22";"13.6823539086964";"60.6792543478132"
"Kaja";"0";"VLT 1005/17";"2017-03-02";"13.1872800586387";"55.6983761139483"
"Grönfink";"0";"VLT 1922/17";"2017-07-18";"16.1723767893099";"59.6625142225948"
"Kråka";"0";"VLT 1998/17";"2017-08-01";"18.476704286739";"59.3261485300807"
"Ormvråk";"0";"VLT 2795/17";"2017-10-25";"17.867724627213";"58.8639455824055"
"Lappuggla";"0";"VLT 2809/17";"2017-10-25";"21.33832081515";"65.0186122464045"
"Kungsörn";"0";"VLT 1684/18";"2018-09-05";"18.5317839279803";"57.5528008252078"
"Slaguggla";"0";"VLT 1996/18";"2018-10-03";"17.3619563050826";"62.2768499027305"
"Vigg";"0";"VLT 2085/18";"2018-10-17";"12.9905605342379";"55.5911060972876"
"Koltrast";"0";"VLT 689/19";"2019-04-09";"12.0906230419559";"57.4728964110084"
"Havsörn";"0";"VLT 697/18";"2018-04-05";"15.8051902620669";"58.2275897825411"
"Gräsand";"0";"VLT 1236/18";"2018-06-13";"12.982368398155";"55.5818957789577"
"Tornfalk";"0";"VLT1300/18";"2018-06-26";"17.7021502754024";"59.9582048506246"
"Ormvråk";"0";"VLT 1612/18";"2018-08-30";"17.2382456075827";"60.6505600351671"
"Hornuggla";"0";"VLT 603/19";"2019-03-22";"13.9911113348473";"55.376395035844"
"Rödspov";"0";"VLT 62/17";"2017-01-11";"14.1302300088653";"56.0386418706124"
"Berguv";"0";"VLT 100/17";"2017-01-13";"19.0950746885216";"57.9066891258436"
"Havsörn";"0";"VLT 642/19";"2019-04-02";"16.7083266427848";"58.3677376737623"
"Havsörn";"0";"VLT 905/19";"2019-05-15";"17.3156203765862";"62.0949374315617"
"Sångsvan";"0";"VLT 926/19";"2019-05-16";"16.2153605805108";"60.1360439503525"
"Berguv";"0";"VLT 1828/18";"2018-09-18";"17.2510779191609";"59.7448432905197"
"Stadsduva";"0";"VLT 2290/18";"2018-11-08";"14.1688480569708";"56.0841992025927"
"Havsörn";"0";"VLT 453/19";"2019-03-07";"17.5093408314103";"58.9794828191972"
"Havsörn";"0";"VLT 915/19";"2019-05-16";"18.2794774487392";"60.2512322855959"
"Ormvråk";"1";"VLT 46/17";"2017-01-10";"13.0701944474293";"55.633300265735"
"Kaja";"0";"VLT 146/17";"2017-01-17";"17.6742965838831";"59.871738958494"
"Ringduva";"0";"VLT 157/17";"2017-01-18";"12.8138764031804";"56.0314245479882"
"Skata";"0";"VLT 206/17";"2017-01-20";"18.7164264034185";"59.8932981544999"
"Sädgås";"0";"VLT 1055/17";"2017-03-08";"13.4081182965825";"60.8786191664329"
"Duvhök";"1";"VLT 1105/17";"2017-03-10";"13.2063875120327";"55.6226511017226"
"Ejder";"0";"VLT 1525/17";"2017-05-11";"18.9602232849762";"63.1960359081169"
"Berguv";"0";"VLT 1705/17";"2017-06-01";"16.9251685318925";"58.7416652146847"
"Havsörn";"0";"VLT 1861/17";"2017-06-30";"20.2005082743252";"67.8673799049082"
"Kungsfiskare";"0";"VLT 2099/17";"2017-08-18";"17.3225853608682";"60.6516060761012"
"Berguv";"0";"VLT 2218/17";"2017-08-31";"15.7706742339487";"58.7034057274157"
"Hornuggla";"0";"VLT 2533/17";"2017-09-22";"17.316646672519";"62.3847990190521"
"Ormvråk";"0";"VLT 2727/17";"2017-10-17";"13.9484641768736";"55.5455477384334"
"Slaguggla";"0";"VLT 2841/17";"2017-11-02";"21.1286282461677";"64.6082968114294"
"Spillkråka";"0";"VLT 172/18";"2018-02-05";"14.3818653579321";"63.8115391968545"
"Häger";"0";"VLT 535/18";"2018-03-21";"11.6070484145652";"58.7404208274913"
"Kattuggla";"0";"VLT 755/18";"2018-04-13";"12.7924879917586";"57.7096142172039"
"Havsörn";"0";"VLT 834/18";"2018-04-24";"16.3873046875869";"58.9116889640817"
"Havsörn";"0";"VLT 835/18";"2018-04-24";"17.2986106980668";"59.1539197368391"
"Sångsvan";"0";"VLT 879/18";"2018-04-27";"13.3063859963065";"59.5736404427915"
"Råka";"0";"VLT 1212/18";"2018-06-05";"12.5712328573356";"56.1484021817505"
"Havsörn";"1";"VLT 1289/18";"2018-06-21";"14.7317496977624";"56.1603132107193"
"Havsörn";"0";"VLT 1979/18";"2018-10-02";"16.2026825534957";"58.8476514803879"
"Stadsduva";"0";"VLT 2016/18";"2018-10-04";"17.0767978853016";"59.635920124117"
"Stadsduva";"0";"VLT 2216/18";"2018-10-31";"17.9010150664992";"59.4137368720867"
"Stadsduva";"0";"VLT 2291/18";"2018-11-08";"14.1688480569708";"56.0841992025927"
"Järpe";"0";"VLT 2595/18";"2018-12-14";"22.2863606162655";"66.0503981196442"
"Kattuggla";"0";"VLT 12/19";"2019-01-07";"16.5423260001028";"59.6071912588845"
"Gulsparv";"0";"VLT 32/19";"2019-01-10";"12.8333182303878";"57.5704554281269"
"Sparvhök";"0";"VLT 457/19";"2019-03-07";"15.1143105786397";"56.7872257425465"
"Sparvhök";"0";"VLT 566/19";"2019-03-19";"17.0717268446056";"59.645323387797"
"Duvhök";"0";"VLT 610/19";"2019-03-22";"21.5040502068633";"65.2856302155518"
"Havsörn";"0";"VLT 900/19";"2019-05-15";"17.4346129495595";"60.513718689039"
"Skata";"0";"VLT 20/17";"2017-01-05";"14.9898202558915";"57.7635322945566"
"Havsörn";"0";"VLT 1741/17, Acc nr.20176158";"2017-06-13";"15.4077229925734";"59.2723925302105"
"Havsörn";"0";"VLT 78/18";"2018-01-19";"17.9238439041881";"58.9454022735146"
"Havsörn";"1";"VLT 215/18";"2018-02-13";"14.9999816302825";"56.1621384163732"
"Havsörn";"0";"VLT 511/18";"2018-03-16";"16.4580297388353";"61.2958025793499"
"Knölsvan";"1";"VLT 304/17";"2017-02-01";"18.0326937556139";"59.3280452946402"
"Stadsduva";"0";"VLT 1403/17";"2017-04-21";"12.8526385568224";"55.4080966113067"
"Havsörn";"0";"VLT 1296/18";"2018-06-26";"16.8624055195876";"58.2950538688208"
"Pilgrimsfalk";"0";"VLT 1851/18";"2018-09-19";"11.9631724735518";"57.7023723632372"
"Bivråk";"0";"VLT 1993/18";"2018-10-03";"17.0194473631475";"62.3649209140621"
"Kattuggla";"0";"VLT 1411/18";"2018-07-26";"17.1982939564255";"60.1504916824253"
"Råka";"0";"VLT 1688/18";"2018-09-05";"14.3040036582261";"55.5665923933082"
"Havsörn";"0";"VLT 2551/18";"2018-12-07";"16.4500024380307";"59.4000041439446"
"Lappuggla";"0";"VLT 767/19";"2019-04-25";"12.770596169594";"59.6647065505939"
"Knipa";"0";"VLT 2569/17";"2017-09-27";"17.2265620210022";"66.1490618056564"
"Tornfalk";"0";"VLT 2718/17";"2017-10-17";"14.1773711613268";"55.4508865180306"
"Kattuggla";"0";"VLT 580/18";"2018-03-23";"14.4383517064388";"58.589418379892"
"Skata";"0";"VLT 1276/18";"2018-06-19";"14.8295641149568";"63.0718689214772"
"Havsörn";"0";"VLT 139/17";"2017-01-16";"18.2214452881225";"57.0741346567417"
"Ormvråk";"0";"VLT 850/17";"2017-02-08";"13.5175097760553";"55.9254776717077"
"Häger";"0";"VLT 988/17";"2017-03-01";"18.1258711127853";"59.4510172647424"
"Havsörn";"0";"VLT 1879/17";"2017-07-06";"20.0615908563938";"67.4665137008796"
"Stadsduva";"0";"VLT 145/18";"2018-01-31";"15.206047234734";"59.274931520682"
"Röd glada";"0";"VLT 785/18";"2018-04-17";"17.049607213487";"58.7692377983006"
"Sparvhök";"0";"VLT 2069/18";"2018-10-15";"14.7650127868538";"65.7446676632043"
"Kungsörn";"0";"VLT 2293/18";"2018-11-08";"18.6387207149844";"64.2978710902256"
"Kaja";"0";"VLT 39/19";"2019-01-11";"11.9412940736742";"58.3503863676813"
"Havsörn";"0";"VLT 170/19";"2019-01-29";"17.084428760528";"58.776080109871"
"Havsörn";"0";"VLT 519/19";"2019-03-13";"16.5515851466481";"57.3528775429633"
"Gröngöling";"0";"VLT 1427/18";"2018-08-02";"16.4821544822257";"59.5990864682317"
"Havsörn";"1";"VLT 216/17";"2017-01-23";"12.7437054790793";"56.1466451984632"
"Gås";"1";"VLT 901/17";"2017-02-14";"13.2252687424976";"55.5063858654598"
"Kaja";"0";"VLT 1006/17";"2017-03-02";"13.1872800586387";"55.6983761139483"
"Kaja";"0";"VLT 1009/17";"2017-03-02";"13.1872800586387";"55.6983761139483"
"Ormvråk";"0";"VLT 1190/17";"2017-03-20";"17.7870715434641";"59.7243872988522"
"Havsörn";"0";"VLT 1326/17";"2017-04-18";"18.0415793361345";"59.9411903823003"
"Hökuggla";"0";"VLT 1604/17";"2017-05-17";"22.4283783943701";"65.9259800515406"
"Lappuggla";"0";"VLT 1606/17";"2017-05-17";"22.1318293141045";"65.6335436069464"
"Kaja";"0";"VLT 1924/17";"2017-07-18";"11.9233398066711";"58.225279052527"
"Hornuggla";"0";"VLT 1950/17";"2017-07-20";"17.4984469777295";"60.3714826401415"
"Knölsvan";"0";"VLT 2018/17";"2017-08-03";"12.9824528354764";"55.6050093121262"
"Lappuggla";"0";"VLT 2273/17";"2017-09-05";"15.5612723467762";"61.0329483963334"
"Koltrast";"0";"VLT 2906/17";"2017-11-14";"18.1689841738237";"59.2039083204867"
"Gulsparv";"0";"VLT 148/18";"2018-02-01";"18.327521357696";"59.8450287196324"
"Kattuggla";"0";"VLT 257/18";"2018-02-20";"17.0251565558426";"58.7363861945435"
"Kungsörn";"0";"VLT 447/18";"2018-03-14";"20.2483363722447";"63.833165595192"
"Stadsduva";"0";"VLT 761/18";"2018-04-13";"11.9995726699465";"57.6874761012111"
"Havsörn";"0";"VLT 998/18";"2018-05-18";"16.7391317674864";"61.338137356687"
"Stenfalk";"0";"VLT 1037/18";"2018-05-23";"20.2954347113578";"67.8240182511766"
"Lärkfalk";"0";"VLT 1537/18";"2018-08-28";"16.5040439350382";"59.5658753207706"
"Ormvråk";"0";"VLT 1690/18";"2018-09-05";"14.116210220024";"55.5504020421932"
"Stadsduva";"0";"VLT 1877/18";"2018-09-20";"12.2507358706071";"57.1049587091521"
"Berguv";"0";"VLT 1967/18";"2018-10-01";"17.6310672909563";"59.8655755168827"
"Gräsand";"0";"VLT 2045/18";"2018-10-10";"12.9917013238896";"55.5909076610504"
"Hornuggla";"0";"VLT 2348/18";"2018-11-15";"15.2215690747938";"59.5549030590821"
"Lappuggla";"0";"VLT 2380/18";"2018-11-20";"15.0028420860151";"60.9080768181803"
"Stadsduva";"0";"VLT 2537/18";"2018-12-06";"13.4319228684044";"58.3868416723467"
"Stadsduva";"0";"VLT 2578/18";"2018-12-12";"16.3198510637292";"58.4817502215833"
"Slaguggla";"0";"VLT 11/19";"2019-01-07";"16.0372018252369";"59.8701667767472"
"Kaja";"0";"VLT 304/19";"2019-02-11";"17.6249401231284";"59.8488353972336"
"Kattuggla";"0";"VLT 397/19";"2019-02-27";"15.0877817983339";"60.1468800755882"
"Knölsvan";"0";"VLT 567/19";"2019-03-19";"12.7640551306924";"56.3225330748131"
"Stadsduva";"0";"VLT 627/19";"2019-03-28";"14.8087992773831";"56.8794718382031"
"Duvhök";"0";"VLT 651/19, Acc.nr20196198";"2019-04-02";"18.2112089351808";"59.3115185672774"
"Skata";"0";"VLT 971/19";"2019-05-22";"13.3884264876799";"57.9542855526201"
"Gräsand";"0";"VLT 263/17";"2017-01-27";"17.0184679960662";"59.3620727669989"
"Sparvhök";"0";"VLT 1079/17";"2017-03-09";"13.5958344179419";"55.3921491741204"
"Lappuggla";"0";"VLT 2531/17";"2017-09-22";"15.6492765486192";"62.6236304081847"
"Havsörn";"0";"VLT 836/18";"2018-04-24";"16.4363278632078";"57.8530025580409"
"Havsörn";"0";"VLT 15/17";"2017-01-04";"17.7057690817579";"60.2286949759617"
"Havsörn";"1";"VLT 104/16, 2";"2017-01-13";"16.7759007952336";"58.0622920359547"
"Pilgrimsfalk";"1";"VLT 1266/17";"2017-03-28";"17.633622590797";"59.8581331767168"
"Kaja";"0";"VLT 1927/17";"2017-07-18";"11.9233398066711";"58.225279052527"
"Ormvråk";"0";"VLT 2105/17";"2017-08-18";"17.0345324645401";"60.9374701728853"
"Talgoxe";"0";"VLT 288/18";"2018-02-26";"14.931987133488";"62.174071399156"
"Gräsand";"0";"VLT 546/18";"2018-03-22";"15.3451504362676";"56.1293572739849"
"Slaguggla";"0";"VLT 589/18";"2018-03-27";"16.5497790920097";"59.6222566680887"
"Stadsduva";"0";"VLT 629/18";"2018-03-28";"11.9641224079058";"57.6934137192167"
"Havsörn";"0";"VLT 512/18";"2018-03-16";"16.6103440567785";"60.6847033969253"
"Havsörn";"1";"VLT 837/18, Acc nr.20186227";"2018-04-24";"16.0099675382873";"56.4125359304836"
"Sparvhök";"0";"VLT 1776/18";"2018-09-12";"17.0988207528434";"61.7294285303018"
"Sångsvan";"0";"VLT 2152/18";"2018-10-22";"17.3877859345902";"59.9575622429802"
"Stadsduva";"0";"VLT 2195/18";"2018-10-26";"12.2954160639217";"58.2551816708815"
"Stadsduva";"0";"VLT 2536/18";"2018-12-06";"13.4319228684044";"58.3868416723467"
"Havsörn";"0";"VLT 650/19, Acc.nr20196175,";"2019-04-02";"17.9242797927645";"59.0003971098001"
"Ormvråk";"0";"VLT 41/17";"2017-01-10";"14.2092381986819";"55.617721086115"
"Ormvråk";"0";"VLT 1078/17";"2017-03-09";"13.5449014457649";"55.7341366101829"
"Kattuggla";"0";"VLT 1288/17";"2017-04-04";"16.8626612879213";"59.9639057353834"
"Björktrast ";"0";"VLT 1314/17";"2017-04-10";"17.6427706995773";"59.8485878729215"
"Knölsvan";"0";"VLT 1362/17";"2017-04-21";"18.0540399217756";"59.3303727418162"
"Ejder";"0";"VLT 1524/17";"2017-05-11";"18.9602232849762";"63.1960359081169"
"Havsörn";"0";"VLT 1173/17, Acc nr.20176075";"2017-03-16";"18.2248373190057";"57.0732876852465"
"Tornfalk";"0";"VLT 1383/17";"2017-04-21";"17.3156297542678";"62.3868741124841"
"Brun kärrhök";"0";"VLT 2102/17";"2017-08-18";"17.0517335800201";"60.881924408319"
"Brun kärrhök";"0";"VLT 2448/17";"2017-09-18";"13.6886778045207";"60.0239408398636"
"Kungsörn";"0";"VLT 2694/17";"2017-10-12";"15.3797504617634";"62.7784402377958"
"Duva (Släkte)";"0";"VLT 2779/17";"2017-10-20";"18.4733194332998";"57.2807769048816"
"Havsörn";"0";"VLT 2900/17, Acc nr. 20176393";"2017-11-14";"18.7714067883985";"57.7680191247081"
"Havsörn";"0";"VLT 725/18";"2018-04-11";"17.0786209858248";"59.0894742501594"
"Sångsvan";"0";"VLT 881/18";"2018-04-27";"13.3063859963065";"59.5736404427915"
"Ormvråk";"0";"VLT 1466/18";"2018-08-23";"15.3122162013218";"58.5537301967581"
"Fiskgjuse";"0";"VLT 1901/18";"2018-09-24";"17.2213456521985";"62.3057963386464"
"Ringduva";"0";"VLT 2119/18";"2018-10-19";"12.0295177818331";"57.751329765059"
"Stormfågel";"0";"VLT 2553/18";"2018-12-07";"11.9374620439452";"57.6532166293133"
"Havsörn";"0";"VLT 852/19";"2019-05-08";"16.960884439158";"60.7629213223279"
"Kaja";"0";"VLT 301/19";"2019-02-11";"17.6249401231284";"59.8488353972336"
"Kattuggla";"0";"VLT 17/17";"2017-01-04";"18.3719519124626";"60.2600995837576"
"Havsörn";"0";"VLT 227/17";"2017-01-24";"16.1364136272995";"56.5921278840233"
"Skata";"0";"VLT 849/17";"2017-02-08";"15.0812290138677";"57.2076227832268"
"Knölsvan";"0";"VLT 1003/17";"2017-03-02";"15.9922119554318";"58.1915419569342"
"Duvhök";"0";"VLT 1046/17";"2017-03-07";"13.1409476407238";"55.5265034436046"
"Gråtrut";"0";"VLT 1250/17";"2017-03-24";"12.6692862930271";"56.195413917747"
"Grönsiska";"0";"VLT 1368/17";"2017-04-21";"12.680824299936";"62.4368057900536"
"Ormvråk";"0";"VLT 1402/17";"2017-04-21";"13.2164206330186";"55.6409775579887"
"Skrattmås";"0";"VLT 1752/17";"2017-06-14";"14.0303458979266";"59.3376565100492"
"Sparvhök";"0";"VLT 2486/17";"2017-09-20";"15.5444992574421";"60.5505056235733"
"Havsörn";"0";"VLT 2973/17";"2017-11-21";"18.7868812164959";"60.1482930040399"
"Berguv";"0";"VLT 209/18";"2018-02-12";"17.7795372544341";"59.6266331885826"
"Kungsörn";"0";"VLT 418/18";"2018-03-09";"15.3895512436866";"59.3773715789722"
"Lärkfalk";"0";"VLT 436/18";"2018-03-13";"14.1023958538058";"59.3027044576043"
"Ormvråk";"0";"VLT 621/18, 2";"2018-03-28";"13.0948275999419";"55.7911009352271"
"Havsörn";"0";"VLT 679/18";"2018-04-04";"15.3933013055041";"59.364098137552"
"Ejder";"0";"VLT 731/18";"2018-04-11";"11.6486950970883";"58.1061861673259"
"Havsörn";"0";"VLT 1615/18";"2018-08-30";"17.3353780309299";"60.6514605627762"
"Tornfalk";"0";"VLT 1929/18";"2018-09-27";"13.2174815010372";"55.5044243571365"
"Havsörn";"0";"VLT 1941/18";"2018-09-27";"14.2004556357885";"55.7807472042108"
"Berguv";"0";"VLT 1997/18";"2018-10-03";"17.7839167406053";"62.5895087766365"
"Tornfalk";"0";"VLT 2029/18";"2018-10-05";"13.0819306684627";"55.3810733215922"
"Ringduva";"0";"VLT 2118/18";"2018-10-19";"12.5305353841326";"57.9249962193677"
"Kattuggla";"0";"VLT 2458/18";"2018-11-26";"16.0914538844007";"59.8579072064511"
"Havsörn";"0";"VLT 2567/18";"2018-12-11";"13.7455769116695";"55.5262303933365"
"Kanadagås";"0";"VLT 2610/18";"2018-12-17";"17.9653179001629";"59.3722811043981"
"Kaja";"0";"VLT 78/19";"2019-01-22";"11.9412940736742";"58.3503863676813"
"Kaja";"0";"VLT 302/19";"2019-02-11";"17.6249401231284";"59.8488353972336"
"Kattuggla";"0";"VLT 735/19";"2019-04-16";"17.6787034313477";"59.5494785810677"
"Lappuggla";"0";"VLT 851/19";"2019-05-08";"17.0345553356534";"61.2994848526495"
"Knölsvan";"1";"VLT 285/17";"2017-02-01";"18.0807415564725";"59.327323149487"
"Knölsvan";"1";"VLT 287/17";"2017-02-01";"18.1320283464961";"59.3251605015992"
"Havsörn";"0";"VLT 1517/17";"2017-05-10";"18.3910654308631";"57.0026809098864"
"Kungsörn";"0";"VLT 136/17";"2017-01-16";"18.6697196806679";"57.2252448056802"
"Kaja";"0";"VLT 144/17";"2017-01-17";"17.6742965838831";"59.871738958494"
"Gräsand";"0";"VLT 261/17";"2017-01-27";"17.0184679960662";"59.3620727669989"
"Havsörn";"0";"VLT 873/17";"2017-02-13";"18.2873795900702";"59.8988632595953"
"Björktrast ";"0";"VLT 1312/17";"2017-04-10";"17.6427706995773";"59.8485878729215"
"Större hackspett";"0";"VLT 1457/17";"2017-04-28";"13.5501737962099";"59.3181413037712"
"Lappuggla";"0";"VLT 1944/17";"2017-07-19";"15.0706271501726";"62.3811748406283"
"Koltrast";"0";"VLT 1983/17";"2017-07-27";"13.608272539315";"58.5192591983826"
"Gråtrut";"0";"VLT 1991/17";"2017-07-28";"18.4935201384452";"57.171015997535"
"Berguv";"0";"VLT 2897/17, Acc nr. 20176372";"2017-11-14";"18.167950791915";"59.0882414193848"
"Ormvråk";"0";"VLT 381/18";"2018-03-07";"14.5176435868272";"56.0820721700955"
"Havsörn";"0";"VLT 680/18";"2018-04-04";"16.9971547787527";"58.7517762861668"
"Berguv";"0";"VLT 839/18";"2018-04-24";"17.8534761003981";"58.8510526071721"
"Knölsvan";"0";"VLT 889/18";"2018-04-30";"17.9573005495215";"59.7450547110273"
"Lappuggla";"0";"VLT 983/18";"2018-05-17";"22.192886222098";"65.7280627022476"
"Fiskgjuse";"0";"VLT 1915/18";"2018-09-25";"16.7182157728468";"58.65529335769"
"Knölsvan";"0";"VLT 2120/18";"2018-10-19";"11.7016936115152";"58.0933361900648"
"Vigg";"0";"VLT 2272/18";"2018-11-07";"12.9934040221776";"55.5895090297788"
"Kattuggla";"0";"VLT 2449/18";"2018-11-23";"18.2413957873257";"60.224998365403"
"Rödvingetrast";"0";"VLT 2476/18";"2018-11-27";"17.9533494590945";"59.2318312526038"
"Kanadagås";"0";"VLT 2608/18";"2018-12-17";"17.9653179001629";"59.3722811043981"
"Stadsduva";"0";"VLT 200/19";"2019-01-30";"18.0367602669007";"59.8694389377379"
"Slaguggla";"0";"VLT 691/19";"2019-04-09";"15.1277585278091";"60.8897109775357"
"Havsörn";"0";"VLT 837/19";"2019-05-08";"16.5866008724661";"61.2143552830691"
"Kungsörn";"0";"VLT 922/19";"2019-05-16";"14.2344976401091";"62.4245036449537"
"Häger";"0";"VLT 239/17";"2017-01-25";"15.4788064441296";"56.1742673599972"
"Havsörn";"0";"VLT 891/17";"2017-02-14";"16.6755506428278";"57.6916794244432"
"Kråka";"0";"VLT 1633/17";"2017-05-22";"17.7788602170702";"59.4335981281163"
"Havsörn";"0";"VLT 1877/17";"2017-07-06";"20.136893899088";"67.365681800682"
"Duva (Släkte)";"0";"VLT 671/18";"2018-04-04";"11.4914331501426";"58.1797798410906"
"Havsörn";"0";"VLT 187/17, Accnr.20167053";"2017-01-19";"19.406656842814";"63.5491161909356"
"Hornuggla";"0";"VLT 1104/17";"2017-03-10";"13.2063875120327";"55.6226511017226"
"Havsörn";"0";"VLT 1359/17";"2017-04-21";"17.2471462624283";"58.8531521563935"
"Stadsduva";"0";"VLT 2220/17";"2017-08-31";"18.2952848010067";"57.6441793958825"
"Slaguggla";"0";"VLT 2995/17";"2017-11-23";"16.4191466235251";"61.2152158522109"
"Berguv";"0";"VLT 595/18";"2018-03-27";"16.3342787216786";"58.4939195619074"
"Sparvhök";"0";"VLT 1565/18";"2018-08-29";"17.4255639643156";"60.4885501607345"
"Havsörn";"0";"VLT 1818/18";"2018-09-17";"18.45406273247";"60.1086697749258"
"Tornfalk";"0";"VLT 1931/18";"2018-09-27";"12.9691507223717";"55.5672129657783"
"Ormvråk";"0";"VLT 1990/18";"2018-10-03";"15.5120014525928";"56.2819703000084"
"Duvhök";"0";"VLT 215/19";"2019-01-31";"18.1991629612752";"57.3643374221468"
"Kaja";"0";"VLT 309/19";"2019-02-11";"17.6249401231284";"59.8488353972336"
"Slaguggla";"0";"VLT 923/19";"2019-05-16";"15.0207630742643";"62.2259384560384"
